field_file,label,coverage_type,shape,noisy,pipe_type
sample_01305_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01306_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01307_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01308_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01309_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01310_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01311_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01312_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01313_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01314_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01315_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01316_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01317_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01318_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01319_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01320_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01321_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01322_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01323_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01324_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01325_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01326_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01327_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01328_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01329_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01330_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01331_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01332_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01333_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01334_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01335_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01336_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01337_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01338_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01339_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01340_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01341_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01342_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01343_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01344_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01345_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01346_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01347_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01348_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01349_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01350_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01351_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01352_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01353_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01354_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01355_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01356_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01357_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01358_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01359_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01360_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01361_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01362_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01363_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01364_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01365_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01366_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01367_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01368_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01369_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01370_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01371_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01372_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01373_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01374_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01375_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01376_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01377_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01378_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01379_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01380_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01381_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01382_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01383_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01384_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01385_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01386_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01387_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01388_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01389_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01390_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01391_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01392_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01393_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01394_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01395_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01396_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01397_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01398_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01399_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01400_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01401_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01402_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01403_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01404_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01405_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01406_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01407_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01408_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01409_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01410_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01411_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01412_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01413_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01414_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01415_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01416_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01417_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01418_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01419_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01420_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01421_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01422_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01423_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01424_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01425_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01426_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01427_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01428_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01429_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01430_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01431_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01432_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01433_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01434_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01435_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01436_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01437_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01438_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01439_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01440_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01441_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01442_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01443_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01444_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01445_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01446_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01447_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01448_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01449_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01450_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01451_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01452_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01453_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01454_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01455_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01456_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01457_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01458_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01459_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01460_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01461_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01462_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01463_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01464_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01465_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01466_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01467_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01468_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01469_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01470_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01471_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01472_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01473_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01474_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01475_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01476_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01477_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01478_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01479_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01480_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01481_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01482_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01483_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01484_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01485_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01486_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01487_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01488_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01489_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01490_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01491_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01492_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01493_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01494_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01495_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01496_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01497_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01498_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01499_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01500_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01501_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01502_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01503_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01504_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01505_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01506_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01507_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01508_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01509_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01510_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01511_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01512_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01513_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01514_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01515_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01516_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01517_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01518_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01519_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01520_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01521_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01522_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01523_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01524_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01525_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01526_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01527_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01528_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01529_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01530_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01531_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01532_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01533_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01534_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01535_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01536_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01537_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01538_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01539_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01540_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01541_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01542_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01543_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01544_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01545_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01546_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01547_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01548_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01549_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01550_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01551_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01552_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01553_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01554_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01555_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01556_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01557_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01558_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01559_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01560_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01561_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01562_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01563_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01564_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01565_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01566_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01567_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01568_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01569_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01570_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01571_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01572_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01573_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01574_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01575_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01576_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01577_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01578_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01579_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01580_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01581_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01582_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01583_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01584_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01585_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01586_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01587_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01588_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01589_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01590_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01591_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01592_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01593_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01594_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01595_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01596_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01597_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01598_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01599_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01600_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01601_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01602_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01603_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01604_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01605_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01606_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01607_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01608_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01609_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01610_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01611_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01612_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01613_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01614_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01615_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01616_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01617_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01618_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01619_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01620_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01621_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01622_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01623_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01624_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01625_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01626_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01627_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01628_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01629_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01630_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01631_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01632_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01633_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01634_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01635_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01636_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01637_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01638_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01639_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01640_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01641_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01642_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01643_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01644_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01645_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01646_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01647_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01648_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01649_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01650_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01651_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01652_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01653_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01654_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01655_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01656_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01657_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01658_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01659_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01660_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01661_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01662_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01663_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01664_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01665_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01666_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01667_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01668_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01669_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01670_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01671_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01672_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01673_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01674_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01675_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01676_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01677_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01678_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01679_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01680_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01681_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01682_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01683_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01684_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01685_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01686_perfect_straight_noisy_field.npz,0,perfect,straight,True,single
sample_01687_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01688_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01689_perfect_straight_noisy_field.npz,1,perfect,straight,True,single
sample_01690_perfect_curved_noisy_field.npz,0,perfect,curved,True,single
sample_01691_perfect_curved_noisy_field.npz,0,perfect,curved,True,single
sample_01692_perfect_curved_noisy_field.npz,1,perfect,curved,True,single
sample_01693_perfect_curved_noisy_field.npz,0,perfect,curved,True,single
sample_01694_perfect_curved_noisy_field.npz,1,perfect,curved,True,single
sample_01695_perfect_curved_noisy_field.npz,1,perfect,curved,True,single
sample_01696_perfect_curved_noisy_field.npz,1,perfect,curved,True,single
sample_01697_perfect_curved_noisy_field.npz,0,perfect,curved,True,single
sample_01698_perfect_curved_noisy_field.npz,1,perfect,curved,True,single
sample_01699_perfect_curved_noisy_field.npz,1,perfect,curved,True,single
sample_01700_perfect_curved_noisy_field.npz,1,perfect,curved,True,single
sample_01701_perfect_curved_noisy_field.npz,0,perfect,curved,True,single
sample_01702_perfect_curved_noisy_field.npz,1,perfect,curved,True,single
sample_01703_perfect_curved_noisy_field.npz,0,perfect,curved,True,single
